Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,Complain,Total_Offsprings,Living_With,Family_Size,Days_since_enrollment,Age,Total_Amount,Frequency,Total_purchases
Postgraduate,42169.0,20,19,0,9,0,0,2,2,0,2,Partner,4,253,54,30,0,4
Undergraduate,26224.0,39,4,7,15,13,9,15,3,0,1,Partner,3,390,45,63,0,6
Graduate,31089.0,57,31,3,31,2,8,4,3,0,1,Partner,3,681,42,79,0,7
Graduate,30081.0,27,36,0,2,0,0,4,1,0,1,Alone,2,493,62,42,0,4
Graduate,62807.0,83,526,28,135,10,21,99,3,0,1,Partner,3,667,63,819,0,20
Graduate,72906.0,79,400,32,519,71,75,54,1,0,0,Alone,1,285,68,1151,0,16
Postgraduate,61467.0,69,410,16,114,0,5,49,3,0,2,Partner,4,567,75,594,0,17
Postgraduate,49618.0,77,80,3,26,4,2,14,4,0,2,Partner,4,519,57,129,0,7
Postgraduate,21888.0,15,88,10,46,2,3,64,4,0,1,Alone,2,547,37,213,6,8
Graduate,42429.0,99,55,0,6,2,0,4,2,0,1,Alone,2,138,50,67,0,5
Graduate,26150.0,61,5,1,13,3,5,1,1,0,3,Alone,4,475,67,28,0,4
Undergraduate,30801.0,23,8,4,5,15,2,11,2,0,1,Partner,3,611,48,45,0,4
Graduate,81168.0,84,410,0,592,147,22,22,1,0,0,Partner,2,53,58,1193,1,17
Postgraduate,26877.0,74,101,13,76,20,18,40,2,0,0,Alone,1,314,54,268,0,10
Postgraduate,45006.0,90,162,25,53,16,0,10,1,0,0,Alone,1,346,79,266,0,11
Undergraduate,18978.0,41,2,8,1,4,7,15,1,0,1,Partner,3,565,50,37,0,4
Graduate,22574.0,28,25,0,8,2,0,2,2,0,3,Partner,5,244,56,37,0,5
Postgraduate,48240.0,73,389,91,248,64,49,41,3,0,0,Alone,1,597,54,882,6,22
Graduate,45837.0,88,215,13,87,17,17,24,5,0,2,Partner,4,338,49,373,0,13
Postgraduate,35791.0,94,27,0,5,0,0,3,2,0,3,Alone,4,419,58,35,0,4
Postgraduate,162397.0,31,85,1,16,2,1,2,0,0,2,Partner,4,391,47,107,0,1
Graduate,54162.0,31,5,6,10,6,5,10,1,0,2,Alone,3,468,45,42,0,4
Postgraduate,30522.0,6,179,8,83,19,11,26,5,0,1,Partner,3,681,63,326,0,12
Postgraduate,54456.0,23,352,0,27,10,0,15,3,0,1,Partner,3,353,62,404,0,14
Graduate,31632.0,92,17,8,12,11,15,32,1,0,0,Alone,1,350,52,95,0,5
Graduate,72298.0,52,625,35,169,58,17,35,1,0,0,Alone,1,111,74,939,9,13
Undergraduate,36975.0,50,10,6,11,0,4,2,1,0,1,Alone,2,183,45,33,0,4
Undergraduate,72635.0,54,390,22,323,104,35,107,1,0,0,Partner,2,391,68,981,1,20
Graduate,13624.0,93,10,2,15,2,1,6,2,0,1,Partner,3,525,47,36,0,5
Graduate,84196.0,56,215,63,507,231,31,190,1,0,1,Alone,2,391,48,1237,0,19
Graduate,70971.0,28,1001,17,572,93,125,17,7,0,1,Partner,3,646,63,1825,6,27
Postgraduate,34487.0,94,19,18,33,24,1,8,3,0,2,Alone,3,661,46,103,0,6
Graduate,28769.0,76,41,5,129,10,3,3,3,0,1,Alone,2,558,46,191,0,9
Postgraduate,69084.0,43,1181,107,199,39,30,30,2,0,1,Partner,3,222,53,1586,0,23
Postgraduate,65488.0,46,603,45,207,36,18,54,1,0,0,Partner,2,16,65,963,0,13
Undergraduate,62466.0,13,129,129,259,168,121,83,5,0,1,Partner,3,165,53,889,0,21
Undergraduate,32218.0,27,10,24,15,13,1,30,1,0,0,Alone,1,134,63,93,9,6
Graduate,83917.0,12,514,22,732,42,198,79,1,0,0,Alone,1,437,50,1587,6,20
Graduate,46102.0,3,14,0,1,0,0,1,1,0,3,Alone,4,111,61,16,0,3
Graduate,84574.0,72,387,20,713,38,54,163,1,0,0,Alone,1,390,71,1375,0,31
Graduate,56181.0,6,121,103,69,8,44,48,1,0,1,Partner,3,537,61,393,0,13
Postgraduate,63120.0,53,965,69,279,54,41,69,5,0,1,Alone,2,639,73,1477,6,21
Graduate,73691.0,58,707,21,250,85,43,73,2,0,1,Partner,3,235,52,1179,3,16
Graduate,63381.0,78,571,50,142,33,50,159,4,0,1,Partner,3,632,63,1005,0,22
Postgraduate,76140.0,57,586,66,653,17,0,26,1,0,0,Partner,2,47,75,1348,0,20
Postgraduate,62859.0,37,1063,89,102,16,12,25,4,0,1,Alone,2,546,64,1307,0,19
Graduate,45906.0,20,305,3,27,4,3,144,2,0,1,Alone,2,418,59,486,3,13
Postgraduate,77632.0,73,1200,105,758,0,42,147,1,0,0,Partner,2,476,76,2252,15,12
Postgraduate,46463.0,56,163,2,40,8,11,11,7,0,2,Partner,4,315,52,235,0,10
Graduate,105471.0,36,1009,181,104,202,21,207,0,0,0,Partner,2,524,53,1724,12,30
Postgraduate,55282.0,9,125,6,73,8,4,19,1,0,1,Alone,2,198,53,235,0,10
Postgraduate,78710.0,42,721,0,152,119,50,50,3,0,1,Partner,3,37,46,1092,0,25
Graduate,66886.0,28,315,4,62,41,31,146,2,0,1,Partner,3,286,65,599,0,15
Postgraduate,98777.0,23,1000,19,711,125,115,38,0,0,0,Alone,1,132,63,2008,4,19
Graduate,29103.0,38,16,0,17,6,3,6,2,0,1,Partner,3,671,38,48,0,4
Graduate,67445.0,63,757,80,217,29,80,11,5,0,1,Partner,3,686,49,1174,0,27
Postgraduate,50616.0,71,30,2,25,0,1,9,1,0,1,Partner,3,77,73,67,0,6
Graduate,49431.0,9,219,3,100,26,0,17,2,0,1,Alone,2,695,68,365,0,13
Graduate,153924.0,81,1,1,1,1,1,1,0,0,0,Alone,1,142,48,6,0,0
Graduate,61278.0,87,111,3,28,2,6,15,2,0,1,Partner,3,176,70,165,0,8
Undergraduate,26490.0,92,45,47,52,21,20,25,2,0,0,Partner,2,645,65,210,0,9
Postgraduate,73059.0,36,410,112,420,0,82,71,1,0,1,Partner,3,302,76,1095,0,25
Postgraduate,46734.0,86,100,1,39,6,1,76,4,0,3,Alone,4,251,57,223,3,8
Graduate,56253.0,83,509,0,65,7,11,5,4,0,1,Partner,3,569,60,597,0,18
Graduate,19986.0,74,3,6,5,0,2,6,1,0,1,Partner,3,227,38,22,0,3
Graduate,58330.0,87,445,53,213,104,98,151,1,0,1,Alone,2,186,48,1064,0,23
Undergraduate,25965.0,29,2,2,11,41,7,11,1,0,0,Partner,2,660,43,74,0,5
Postgraduate,14661.0,88,4,1,11,6,2,2,1,0,0,Partner,2,544,67,26,0,4
Graduate,18690.0,77,6,1,7,23,4,19,1,0,0,Partner,2,548,64,60,0,4
Postgraduate,45068.0,25,14,0,3,0,0,3,1,0,1,Partner,3,409,49,20,0,3
Undergraduate,21063.0,34,1,10,11,19,3,15,2,0,1,Alone,2,277,36,59,0,5
Postgraduate,29187.0,43,26,0,6,0,0,2,1,0,1,Partner,3,416,55,34,0,4
Undergraduate,54690.0,76,111,16,37,7,9,18,3,0,2,Partner,4,234,52,198,0,9
Postgraduate,59304.0,81,418,61,428,80,51,10,3,0,1,Partner,3,335,59,1048,0,25
Postgraduate,59247.0,87,327,9,122,19,14,83,5,0,2,Alone,3,233,61,574,0,16
Graduate,66731.0,33,371,159,194,58,106,141,4,0,1,Alone,2,655,53,1029,0,13
Graduate,77353.0,38,275,59,107,69,101,59,2,0,1,Partner,3,195,43,670,0,18
Postgraduate,52614.0,63,789,0,142,12,9,38,2,0,1,Alone,2,575,48,990,0,14
Graduate,26751.0,26,1,1,5,0,3,1,1,0,2,Partner,4,38,49,11,0,3
Postgraduate,81300.0,17,1004,12,145,32,12,36,3,0,1,Partner,3,607,60,1241,7,18
Graduate,70337.0,75,187,81,149,25,43,91,1,0,0,Alone,1,178,44,576,0,16
Undergraduate,36145.0,13,56,4,76,17,1,18,4,0,1,Partner,3,378,38,172,9,8
Postgraduate,65295.0,19,365,32,117,34,110,6,1,0,0,Alone,1,188,43,664,0,19
Graduate,68118.0,51,595,23,123,10,23,154,2,0,1,Alone,2,254,60,928,0,21
Graduate,68743.0,81,1132,134,384,175,134,115,1,0,0,Alone,1,668,56,2074,0,29
Undergraduate,41039.0,32,34,11,137,179,61,45,1,0,0,Partner,2,339,41,467,0,14
Graduate,38946.0,84,116,6,82,6,6,41,2,0,1,Partner,3,248,68,257,0,10
Graduate,65777.0,87,565,32,435,28,32,54,1,0,0,Partner,2,192,56,1146,0,16
Postgraduate,66476.0,99,372,18,126,47,48,78,2,0,1,Alone,2,479,47,689,0,18
Postgraduate,86857.0,96,899,102,838,133,102,40,1,0,0,Alone,1,655,51,2114,6,21
Postgraduate,160803.0,21,55,16,1622,17,3,4,15,0,0,Partner,2,694,41,1717,0,29
Postgraduate,77845.0,40,760,40,480,0,40,26,1,0,0,Partner,2,44,34,1346,6,20
Postgraduate,69476.0,3,260,86,559,63,9,67,1,0,0,Partner,2,272,54,1044,0,14
Postgraduate,50611.0,98,459,0,24,6,0,4,6,0,1,Alone,2,633,63,493,10,16
Graduate,61209.0,73,466,0,224,119,49,99,1,0,0,Alone,1,308,53,957,0,12
Postgraduate,42315.0,90,67,15,80,17,11,80,3,0,1,Partner,3,352,65,270,0,9
Undergraduate,13084.0,29,2,0,7,3,7,10,1,0,0,Partner,2,239,71,29,0,4
Postgraduate,47570.0,3,67,1,20,0,2,31,3,0,2,Alone,3,396,74,121,6,6
Postgraduate,61923.0,94,92,4,18,3,3,6,1,0,2,Partner,4,338,62,126,0,7
Graduate,34824.0,65,4,2,11,2,0,4,1,0,0,Alone,1,95,28,23,0,3
Postgraduate,26518.0,33,20,1,28,3,3,2,3,0,2,Alone,3,447,74,57,6,5
Graduate,45938.0,46,273,11,178,62,83,29,2,0,0,Alone,1,238,62,636,0,18
Graduate,78468.0,29,434,22,388,104,22,34,1,0,0,Partner,2,81,63,1004,1,27
Graduate,78901.0,99,321,11,309,33,26,34,3,0,1,Alone,2,285,50,734,0,17
Graduate,71427.0,26,212,123,177,15,64,23,2,0,2,Partner,4,109,45,614,0,18
Graduate,71022.0,30,909,12,278,0,12,242,3,0,1,Alone,2,138,45,1453,3,18
Postgraduate,90247.0,27,1184,32,352,21,16,16,1,0,0,Alone,1,61,35,1621,16,14
Postgraduate,41335.0,24,112,19,21,16,14,5,3,0,1,Alone,2,185,55,187,0,9
Graduate,71952.0,93,656,80,455,52,107,93,2,0,1,Partner,3,535,37,1443,8,20
Postgraduate,35682.0,34,23,0,8,6,2,18,1,0,1,Alone,2,2,53,57,0,5
Graduate,43185.0,88,537,6,42,16,6,30,2,0,1,Alone,2,445,72,637,0,18
Postgraduate,66375.0,96,712,0,45,0,0,191,3,0,1,Partner,3,220,75,948,3,11
Postgraduate,35178.0,10,23,1,13,2,2,18,1,0,1,Partner,3,535,52,59,9,4
Graduate,25252.0,26,1,3,4,2,2,6,1,0,1,Partner,3,352,37,18,0,3
Postgraduate,55250.0,49,664,58,83,32,0,66,4,0,1,Alone,2,616,58,903,0,22
Graduate,33249.0,11,6,10,21,19,14,42,2,0,1,Alone,2,494,48,112,0,6
Graduate,58398.0,44,299,5,201,21,21,49,3,0,0,Partner,2,411,70,596,0,17
Graduate,50272.0,75,99,13,66,43,8,4,3,0,1,Partner,3,326,41,233,0,10
Postgraduate,76618.0,64,749,40,294,121,160,147,1,0,0,Partner,2,569,48,1511,0,10
Undergraduate,87305.0,19,345,25,501,63,138,80,1,0,0,Alone,1,644,63,1152,11,16
Graduate,25851.0,45,9,4,18,7,5,5,2,0,1,Partner,3,503,45,48,0,5
Graduate,58710.0,77,440,81,368,0,122,174,6,0,1,Alone,2,455,53,1185,0,25
Graduate,45160.0,9,8,2,5,3,0,3,1,0,2,Alone,3,92,65,21,0,3
Postgraduate,74806.0,1,670,9,249,0,28,9,2,0,1,Partner,3,557,58,965,0,14
Graduate,59111.0,90,524,0,134,28,28,155,1,0,0,Partner,2,423,69,869,0,20
Postgraduate,18988.0,43,6,0,6,2,1,1,2,0,1,Partner,3,37,39,16,0,4
Graduate,72190.0,79,597,166,597,172,166,249,1,0,0,Partner,2,501,58,1947,0,15
Graduate,7500.0,19,7,0,12,13,7,32,5,0,1,Partner,3,697,47,71,9,7
Graduate,44794.0,99,54,0,7,0,0,4,1,0,1,Partner,3,21,57,65,0,5
Graduate,80395.0,62,445,25,706,80,76,48,1,0,0,Partner,2,218,68,1380,1,23
Postgraduate,75012.0,41,294,142,218,164,58,151,1,0,0,Alone,1,155,47,1027,0,22
Postgraduate,56962.0,60,292,3,77,10,3,26,7,0,3,Partner,5,261,58,411,0,14
Graduate,89891.0,17,412,22,132,59,28,183,1,0,0,Partner,2,440,32,836,5,25
Postgraduate,35946.0,24,8,0,3,0,0,0,1,0,2,Alone,3,275,74,11,0,3
Postgraduate,53593.0,60,349,4,78,6,0,43,8,0,2,Partner,4,691,70,480,0,15
Graduate,66373.0,57,328,9,124,12,24,109,7,0,2,Partner,4,382,45,606,0,16
Postgraduate,45072.0,74,144,2,99,7,2,30,5,0,3,Alone,4,256,75,284,0,11
Graduate,89694.0,22,1126,28,211,37,28,42,3,0,2,Alone,3,263,50,1472,10,11
Graduate,72025.0,46,967,0,617,43,50,0,1,0,0,Partner,2,61,74,1677,16,25
Graduate,67432.0,69,432,79,341,177,136,170,2,0,1,Partner,3,457,50,1335,0,17
Postgraduate,70545.0,29,138,39,63,55,18,21,1,0,1,Partner,3,26,71,334,0,12
Undergraduate,17487.0,37,0,0,1,7,4,6,1,0,1,Partner,3,468,34,18,0,3
Graduate,62882.0,26,509,133,497,78,24,97,2,0,1,Partner,3,689,54,1338,0,18
Postgraduate,64108.0,8,948,10,86,13,21,21,4,0,1,Alone,2,463,70,1099,0,26
Postgraduate,34941.0,26,39,2,25,4,3,24,2,0,2,Partner,4,480,67,97,0,6
Postgraduate,48767.0,79,28,1,21,3,0,10,3,0,3,Alone,4,179,73,63,0,6
Undergraduate,38702.0,71,13,11,24,13,8,40,2,0,1,Partner,3,332,45,109,0,7
Graduate,82224.0,83,307,26,360,138,31,40,1,0,0,Partner,2,155,59,902,1,20
Graduate,83844.0,57,901,31,345,75,31,191,1,0,0,Partner,2,413,71,1574,5,19
Undergraduate,17003.0,37,2,5,12,4,8,7,3,0,1,Partner,3,202,48,38,0,6
Graduate,71163.0,30,283,17,372,138,106,44,1,0,0,Alone,1,112,28,960,0,23
Graduate,33697.0,34,4,3,7,0,3,11,1,0,1,Alone,2,287,53,28,3,3
Undergraduate,63564.0,0,769,80,252,15,34,65,1,0,0,Partner,2,151,69,1215,9,27
Postgraduate,83443.0,89,518,42,742,55,56,84,1,0,0,Partner,2,180,51,1497,0,21
Postgraduate,51518.0,92,350,8,66,17,4,4,2,0,1,Partner,3,269,65,449,0,15
Graduate,58330.0,87,445,53,213,104,98,151,1,0,1,Alone,2,186,48,1064,0,23
Graduate,80952.0,20,778,178,689,41,27,44,1,0,0,Partner,2,486,54,1757,16,24
Graduate,75507.0,56,709,93,374,104,80,80,1,0,0,Partner,2,58,44,1440,0,20
Undergraduate,63855.0,28,359,35,314,93,116,89,1,0,0,Partner,2,505,45,1006,0,23
Postgraduate,62220.0,55,799,12,375,16,12,12,5,0,1,Partner,3,687,51,1226,6,18
Graduate,58512.0,25,895,10,101,13,0,152,5,0,1,Partner,3,283,59,1171,0,15
Postgraduate,40662.0,0,40,2,23,0,4,23,2,0,1,Partner,3,471,44,92,0,6
Postgraduate,38829.0,86,76,0,7,0,0,16,1,0,1,Partner,3,84,64,99,0,7
Undergraduate,35523.0,8,11,5,22,12,5,11,2,0,1,Partner,3,269,42,66,0,6
Graduate,79146.0,33,245,16,223,21,43,16,2,0,2,Alone,3,66,56,564,0,17
Postgraduate,78285.0,13,647,107,391,175,67,40,1,0,0,Partner,2,244,35,1427,0,20
Postgraduate,31626.0,12,39,1,9,2,1,34,1,0,1,Alone,2,415,45,86,9,5
Graduate,75127.0,92,203,35,305,46,17,227,1,0,0,Alone,1,38,71,833,0,18
Graduate,48726.0,90,138,3,38,4,0,59,3,0,1,Partner,3,428,68,242,0,9
Graduate,74985.0,8,587,51,898,247,0,86,1,0,0,Partner,2,656,46,1869,0,16
Graduate,67430.0,6,595,97,291,127,133,121,1,0,0,Partner,2,662,36,1364,0,28
Undergraduate,46891.0,91,43,12,23,29,15,61,1,0,1,Partner,3,301,58,183,0,7
Postgraduate,62058.0,52,301,7,74,10,0,58,4,0,1,Partner,3,399,67,450,0,14
Graduate,72063.0,3,180,32,348,76,32,90,2,0,1,Partner,3,361,44,758,0,19
Postgraduate,78939.0,57,794,115,243,150,0,205,1,0,0,Partner,2,199,72,1507,0,19
Graduate,42720.0,9,392,5,91,28,26,112,8,0,2,Alone,3,431,58,654,6,17
Graduate,33622.0,22,39,1,22,3,4,12,3,0,2,Partner,4,442,51,81,0,6
Postgraduate,6835.0,76,107,2,12,2,2,12,0,0,1,Partner,3,568,66,137,0,1
Graduate,41452.0,86,13,0,3,0,0,0,1,0,2,Partner,4,480,70,16,0,3
Postgraduate,40760.0,64,70,0,17,0,0,6,2,0,1,Alone,2,303,58,93,0,6
Postgraduate,74250.0,90,680,11,392,75,0,0,1,0,0,Partner,2,154,65,1158,0,17
Postgraduate,51124.0,79,26,1,11,0,1,4,2,0,2,Alone,3,193,68,43,0,4
Graduate,72258.0,28,522,0,522,227,120,134,2,0,1,Alone,2,290,52,1525,0,20
Postgraduate,71466.0,86,412,12,546,78,182,0,1,0,0,Alone,1,85,49,1230,0,18
Graduate,36283.0,42,6,5,5,8,0,5,2,0,2,Partner,4,76,47,29,0,4
Graduate,20587.0,39,2,3,6,4,1,9,1,0,1,Alone,2,49,53,25,0,4
Graduate,30467.0,8,1,3,8,2,5,5,1,0,1,Partner,3,102,51,24,0,3
Graduate,31590.0,40,6,2,15,6,6,3,1,0,1,Partner,3,376,51,38,0,4
Undergraduate,20425.0,5,4,12,5,3,16,17,2,0,1,Partner,3,608,37,57,0,5
Postgraduate,17144.0,96,18,2,19,0,2,6,5,0,2,Partner,4,134,63,47,0,7
Postgraduate,42564.0,28,324,48,186,39,18,198,6,0,1,Alone,2,543,55,813,9,18
Postgraduate,43783.0,22,327,9,125,25,4,139,6,0,1,Partner,3,31,45,629,3,16
Graduate,40780.0,30,229,27,71,13,3,34,4,0,1,Alone,2,659,47,377,0,13
Postgraduate,62847.0,45,521,168,706,80,76,61,1,0,0,Partner,2,530,78,1612,0,13
Postgraduate,82017.0,58,184,23,446,30,23,23,1,0,0,Partner,2,599,66,729,16,16
Graduate,16813.0,49,4,8,11,12,2,13,1,0,0,Alone,1,345,73,50,3,5
Graduate,51267.0,37,183,2,64,7,2,12,4,0,2,Partner,4,243,45,270,0,11
Graduate,46524.0,70,31,19,35,26,14,52,2,0,1,Alone,2,450,62,177,0,7
Postgraduate,45183.0,33,219,3,60,12,9,12,1,0,0,Alone,1,525,61,315,4,12
Postgraduate,70421.0,98,479,28,136,75,14,35,3,0,1,Partner,3,1,69,767,0,20
Undergraduate,60161.0,17,584,44,212,46,8,177,3,0,1,Alone,2,614,58,1071,0,23
Graduate,73926.0,54,627,91,597,159,91,15,1,0,0,Partner,2,484,50,1580,0,23
Graduate,19329.0,39,24,1,16,12,2,5,3,0,1,Partner,3,197,55,60,0,7
Postgraduate,61872.0,81,330,5,159,36,27,16,4,0,1,Partner,3,198,53,573,0,17
Graduate,46984.0,71,19,1,10,2,1,8,1,0,2,Alone,3,460,67,41,0,4
Graduate,34838.0,62,28,23,29,29,14,47,3,0,2,Partner,4,526,72,170,0,7
Postgraduate,82716.0,8,606,148,228,15,148,22,1,0,0,Alone,1,236,79,1167,0,27
Graduate,48192.0,76,1039,43,204,153,58,29,3,0,0,Partner,2,449,65,1526,13,22
Postgraduate,49681.0,66,411,0,26,0,0,21,6,0,2,Partner,4,237,47,458,0,15
Postgraduate,56850.0,83,34,1,19,2,7,0,1,0,1,Partner,3,98,52,63,0,5
Graduate,55267.0,28,161,28,136,32,3,45,4,0,1,Partner,3,251,66,405,0,13
Graduate,59666.0,87,623,53,178,23,17,133,7,0,2,Partner,4,464,51,1027,4,13
Graduate,72504.0,43,604,26,470,123,161,94,2,0,1,Alone,2,449,51,1478,0,20
Graduate,26872.0,0,3,10,8,3,16,32,1,0,0,Partner,2,256,42,72,0,4
Graduate,21359.0,1,12,2,17,6,1,10,2,0,1,Alone,2,435,51,48,6,5
Graduate,73170.0,1,184,174,256,50,30,32,1,0,0,Alone,1,29,48,726,0,15
Postgraduate,52750.0,72,393,0,239,90,69,69,6,0,1,Partner,3,510,68,860,0,21
Postgraduate,91820.0,72,410,73,747,76,161,30,0,0,0,Partner,2,218,37,1497,0,22
Postgraduate,65968.0,12,376,9,83,19,4,4,2,0,1,Partner,3,48,53,495,0,16
Graduate,30772.0,89,7,2,4,2,1,4,1,0,2,Partner,4,109,47,20,0,3
Graduate,22507.0,67,68,0,226,51,157,68,3,0,0,Alone,1,582,69,570,0,16
Graduate,65685.0,54,642,14,49,0,7,57,1,0,1,Partner,3,92,51,769,0,20
Undergraduate,25804.0,34,8,7,9,13,6,12,2,0,1,Partner,3,301,45,55,0,5
Postgraduate,76412.0,15,840,53,804,23,71,17,1,0,0,Alone,1,420,43,1808,12,17
Graduate,22063.0,43,7,10,13,3,11,11,2,0,1,Partner,3,325,51,55,0,5
Graduate,57091.0,0,464,5,64,7,0,37,1,0,0,Alone,1,14,62,577,8,17
Graduate,22419.0,74,30,3,47,19,21,42,1,0,0,Partner,2,437,60,162,0,7
Graduate,87771.0,61,1492,38,287,50,57,33,1,0,1,Partner,3,403,64,1957,18,19
Undergraduate,78353.0,51,752,122,476,39,153,34,1,0,1,Alone,2,439,64,1576,0,23
Graduate,93404.0,97,1279,15,287,20,0,15,3,0,3,Partner,5,418,69,1616,9,14
Graduate,37859.0,75,22,1,8,2,1,2,2,0,3,Alone,4,533,61,36,0,4
Postgraduate,80995.0,83,860,28,409,73,56,56,1,0,1,Alone,2,414,65,1482,0,21
Graduate,16529.0,23,3,0,5,13,0,1,1,0,1,Partner,3,120,39,22,0,4
Postgraduate,55412.0,65,10,5,28,11,1,8,1,0,2,Alone,3,219,47,63,0,5
Graduate,48789.0,94,351,16,156,7,5,145,1,0,0,Alone,1,657,31,680,0,17
Postgraduate,56575.0,42,421,5,90,0,16,10,3,0,2,Partner,4,420,56,542,0,17
Undergraduate,25130.0,10,2,5,7,0,18,18,2,0,1,Partner,3,270,43,50,0,5
Graduate,35441.0,94,25,1,9,2,1,1,2,0,2,Partner,4,500,56,39,0,4
Graduate,71391.0,50,336,123,274,46,123,141,5,0,1,Partner,3,457,67,1043,0,23
Postgraduate,49494.0,46,191,9,97,0,6,82,2,0,1,Alone,2,430,51,385,0,12
Graduate,81702.0,98,563,50,774,28,31,187,1,0,0,Alone,1,644,43,1633,0,26
Undergraduate,45889.0,42,31,0,6,0,1,8,1,0,1,Alone,2,362,43,46,0,4
Graduate,56628.0,30,479,5,82,7,17,171,2,0,1,Alone,2,100,46,761,3,18
Graduate,34026.0,11,18,6,15,12,8,17,3,0,2,Partner,4,328,73,76,0,6
Graduate,40049.0,61,91,65,52,10,44,28,3,0,1,Partner,3,577,49,290,0,11
Graduate,34176.0,12,5,7,24,19,14,20,4,0,1,Alone,2,48,35,89,0,7
Graduate,19419.0,76,2,14,28,16,3,7,4,0,1,Partner,3,596,42,70,0,7
Undergraduate,82504.0,2,362,50,431,134,35,54,1,0,0,Partner,2,337,63,1066,0,16
Graduate,81205.0,43,724,74,929,97,55,130,1,0,0,Partner,2,167,53,2009,16,18
Undergraduate,61618.0,27,605,91,399,0,45,205,2,0,0,Alone,1,638,32,1345,0,17
Postgraduate,55284.0,60,547,7,140,0,7,63,3,0,1,Alone,2,552,67,764,0,20
Graduate,49980.0,79,104,1,54,13,9,14,2,0,1,Alone,2,249,60,195,0,9
Graduate,15072.0,96,8,2,15,0,10,18,4,0,2,Partner,4,415,43,53,0,7
Graduate,49166.0,17,224,2,25,7,0,110,2,0,1,Alone,2,381,49,368,0,11
Postgraduate,65324.0,0,384,0,102,21,32,5,3,0,1,Partner,3,169,69,544,0,17
Undergraduate,82347.0,38,556,54,845,202,133,63,1,0,0,Partner,2,600,66,1853,4,24
Postgraduate,30843.0,43,24,0,2,0,0,9,2,0,2,Partner,4,34,57,35,3,4
Postgraduate,46374.0,1,408,0,21,0,0,17,3,0,1,Partner,3,104,49,446,11,15
Graduate,60474.0,25,265,199,303,234,9,170,7,0,1,Alone,2,454,44,1180,0,24
Postgraduate,38576.0,2,34,0,7,0,0,0,1,0,1,Partner,3,117,50,41,0,4
Graduate,55357.0,66,374,64,116,84,25,64,3,0,2,Partner,4,495,38,727,0,19
Graduate,37758.0,49,27,2,10,0,0,1,2,0,2,Partner,4,633,57,40,0,4
Undergraduate,85710.0,5,600,20,350,29,30,33,1,0,0,Partner,2,420,34,1062,5,25
Graduate,23228.0,71,13,2,18,6,1,0,2,0,1,Partner,3,154,54,40,0,5
Postgraduate,44602.0,35,167,2,89,0,0,34,6,0,2,Partner,4,134,54,292,0,11
Graduate,7500.0,94,0,2,3,4,1,5,1,0,0,Partner,2,536,36,15,0,3
Undergraduate,38683.0,80,46,35,69,84,41,66,6,0,1,Partner,3,633,34,341,0,11
Undergraduate,49514.0,61,88,39,78,58,13,93,2,0,1,Alone,2,194,48,369,0,11
Postgraduate,57906.0,29,243,11,119,10,3,15,3,0,1,Partner,3,383,50,401,0,14
Postgraduate,43456.0,0,275,11,68,25,7,7,3,0,1,Alone,2,460,57,393,0,14
Postgraduate,19485.0,80,6,0,4,0,0,0,1,0,2,Alone,3,278,37,10,0,3
Graduate,53172.0,54,121,62,90,68,20,125,3,0,1,Partner,3,419,45,486,0,13
Graduate,30545.0,71,4,12,15,19,7,12,2,0,1,Partner,3,620,44,69,0,5
Postgraduate,70123.0,27,1308,0,396,23,0,0,1,0,0,Partner,2,274,40,1727,6,16
Graduate,62450.0,61,515,47,267,62,66,38,2,0,1,Alone,2,174,64,995,4,14
Graduate,21675.0,55,4,0,16,17,4,4,3,0,1,Partner,3,18,47,45,0,7
Undergraduate,42395.0,35,48,13,57,24,15,25,4,0,2,Alone,3,86,42,182,0,8
Postgraduate,61346.0,34,562,58,168,43,16,142,1,0,1,Partner,3,266,45,989,0,22
Graduate,80812.0,95,769,22,500,210,143,33,1,0,0,Partner,2,285,70,1677,9,17
Postgraduate,42835.0,64,379,4,93,12,9,98,7,0,2,Alone,3,364,52,595,0,16
Graduate,39922.0,30,29,12,59,19,1,36,2,0,1,Partner,3,500,40,156,0,7
Postgraduate,86424.0,12,387,68,569,89,45,68,1,0,0,Alone,1,85,67,1226,0,27
Undergraduate,17117.0,96,12,23,38,30,18,7,4,0,1,Partner,3,528,45,128,0,7
Graduate,24762.0,16,6,10,12,3,15,40,3,0,1,Alone,2,139,51,86,9,6
Graduate,35797.0,16,27,1,14,4,1,21,2,0,1,Partner,3,621,48,68,0,5
Graduate,36627.0,78,9,1,5,0,0,1,1,0,2,Alone,3,341,48,16,0,3
Undergraduate,51111.0,83,22,0,19,6,5,3,2,0,2,Partner,4,10,42,55,0,5
Postgraduate,86857.0,96,899,102,838,133,102,40,1,0,0,Alone,1,655,51,2114,6,21
Postgraduate,82072.0,67,889,55,685,168,92,129,1,0,0,Partner,2,362,53,2018,0,18
Postgraduate,46231.0,87,189,2,55,0,5,12,4,0,3,Alone,4,580,70,263,0,11
Graduate,42243.0,34,48,0,2,0,0,5,2,0,2,Partner,4,200,64,55,0,5
Graduate,51195.0,46,230,14,156,82,24,58,8,0,2,Partner,4,454,61,564,0,16
Postgraduate,68092.0,7,852,60,207,78,36,48,2,0,0,Alone,1,195,45,1281,0,18
